215	George	\N	2020-05-29 20:13:35.713079	2020-05-29 20:13:35.713079	WC044	LocalMunicipality	4	14
216	Govan Mbeki	\N	2020-05-29 20:13:35.714327	2020-05-29 20:13:35.714327	MP307	LocalMunicipality	2	15
217	Great Kei	\N	2020-05-29 20:13:35.715781	2020-05-29 20:13:35.715781	EC123	LocalMunicipality	9	3
218	Greater Giyani	\N	2020-05-29 20:13:35.717295	2020-05-29 20:13:35.717295	LIM331	LocalMunicipality	6	22
219	Greater Kokstad	\N	2020-05-29 20:13:35.719052	2020-05-29 20:13:35.719052	KZN433	LocalMunicipality	5	16
220	Greater Letaba	\N	2020-05-29 20:13:35.720674	2020-05-29 20:13:35.720674	LIM332	LocalMunicipality	6	22
221	Greater Taung	\N	2020-05-29 20:13:35.722491	2020-05-29 20:13:35.722491	NW394	LocalMunicipality	3	10
222	Greater Tzaneen	\N	2020-05-29 20:13:35.72495	2020-05-29 20:13:35.72495	LIM333	LocalMunicipality	6	22
223	Hantam	\N	2020-05-29 20:13:35.727436	2020-05-29 20:13:35.727436	NC065	LocalMunicipality	8	23
224	Hessequa	\N	2020-05-29 20:13:35.72923	2020-05-29 20:13:35.72923	WC042	LocalMunicipality	4	14
225	Impendle	\N	2020-05-29 20:13:35.730942	2020-05-29 20:13:35.730942	KZN224	LocalMunicipality	5	34
226	Ingquza Hill	\N	2020-05-29 20:13:35.733522	2020-05-29 20:13:35.733522	EC153	LocalMunicipality	9	26
227	Inkosi Langalibalele	\N	2020-05-29 20:13:35.735315	2020-05-29 20:13:35.735315	KZN237	LocalMunicipality	5	37
228	Intsika Yethu	\N	2020-05-29 20:13:35.736999	2020-05-29 20:13:35.736999	EC135	LocalMunicipality	9	8
229	Inxuba Yethemba	\N	2020-05-29 20:13:35.738547	2020-05-29 20:13:35.738547	EC131	LocalMunicipality	9	8
230	JB Marks	\N	2020-05-29 20:13:35.740146	2020-05-29 20:13:35.740146	NW405	LocalMunicipality	3	9
231	Joe Morolong	\N	2020-05-29 20:13:35.748296	2020-05-29 20:13:35.748296	NC451	LocalMunicipality	8	19
232	Jozini	\N	2020-05-29 20:13:35.750139	2020-05-29 20:13:35.750139	KZN272	LocalMunicipality	5	35
233	Kagisano-Molopo	\N	2020-05-29 20:13:35.751789	2020-05-29 20:13:35.751789	NW397	LocalMunicipality	3	10
234	Kai !Garib	\N	2020-05-29 20:13:35.753639	2020-05-29 20:13:35.753639	NC082	LocalMunicipality	8	43
235	Kamiesberg	\N	2020-05-29 20:13:35.755146	2020-05-29 20:13:35.755146	NC064	LocalMunicipality	8	23
236	Kannaland	\N	2020-05-29 20:13:35.75753	2020-05-29 20:13:35.75753	WC041	LocalMunicipality	4	14
237	Kareeberg	\N	2020-05-29 20:13:35.759774	2020-05-29 20:13:35.759774	NC074	LocalMunicipality	8	28
238	Karoo Hoogland	\N	2020-05-29 20:13:35.761207	2020-05-29 20:13:35.761207	NC066	LocalMunicipality	8	23
239	Kgatelopele	\N	2020-05-29 20:13:35.762718	2020-05-29 20:13:35.762718	NC086	LocalMunicipality	8	43
240	Kgetlengrivier	\N	2020-05-29 20:13:35.764162	2020-05-29 20:13:35.764162	NW374	LocalMunicipality	3	4
241	Khâi-Ma	\N	2020-05-29 20:13:35.766313	2020-05-29 20:13:35.766313	NC067	LocalMunicipality	8	23
242	King Sabata Dalindyebo	\N	2020-05-29 20:13:35.76813	2020-05-29 20:13:35.76813	EC157	LocalMunicipality	9	26
243	Knysna	\N	2020-05-29 20:13:35.770762	2020-05-29 20:13:35.770762	WC048	LocalMunicipality	4	14
244	Kopanong	\N	2020-05-29 20:13:35.772991	2020-05-29 20:13:35.772991	FS162	LocalMunicipality	7	42
245	Kou-Kamma	\N	2020-05-29 20:13:35.774595	2020-05-29 20:13:35.774595	EC109	LocalMunicipality	9	29
246	Kouga	\N	2020-05-29 20:13:35.776772	2020-05-29 20:13:35.776772	EC108	LocalMunicipality	9	29
247	KwaDukuza	\N	2020-05-29 20:13:35.778603	2020-05-29 20:13:35.778603	KZN292	LocalMunicipality	5	17
248	Laingsburg	\N	2020-05-29 20:13:35.780171	2020-05-29 20:13:35.780171	WC051	LocalMunicipality	4	7
249	Langeberg	\N	2020-05-29 20:13:35.781736	2020-05-29 20:13:35.781736	WC026	LocalMunicipality	4	5
250	Lekwa	\N	2020-05-29 20:13:35.783128	2020-05-29 20:13:35.783128	MP305	LocalMunicipality	2	15
251	Lekwa-Teemane	\N	2020-05-29 20:13:35.784418	2020-05-29 20:13:35.784418	NW396	LocalMunicipality	3	10
252	Lepelle-Nkumpi	\N	2020-05-29 20:13:35.785886	2020-05-29 20:13:35.785886	LIM355	LocalMunicipality	6	6
253	Lephalale	\N	2020-05-29 20:13:35.787414	2020-05-29 20:13:35.787414	LIM362	LocalMunicipality	6	39
254	Lesedi	\N	2020-05-29 20:13:35.789077	2020-05-29 20:13:35.789077	GT423	LocalMunicipality	1	30
255	Letsemeng	\N	2020-05-29 20:13:35.790599	2020-05-29 20:13:35.790599	FS161	LocalMunicipality	7	42
256	Madibeng	\N	2020-05-29 20:13:35.798045	2020-05-29 20:13:35.798045	NW372	LocalMunicipality	3	4
257	Mafube	\N	2020-05-29 20:13:35.7997	2020-05-29 20:13:35.7997	FS205	LocalMunicipality	7	12
258	Magareng	\N	2020-05-29 20:13:35.801396	2020-05-29 20:13:35.801396	NC093	LocalMunicipality	8	13
259	Mahikeng	\N	2020-05-29 20:13:35.802982	2020-05-29 20:13:35.802982	NW383	LocalMunicipality	3	24
260	Makana	\N	2020-05-29 20:13:35.804468	2020-05-29 20:13:35.804468	EC104	LocalMunicipality	9	29
261	Makhado	\N	2020-05-29 20:13:35.805886	2020-05-29 20:13:35.805886	LIM344	LocalMunicipality	6	38
262	Makhuduthamaga	\N	2020-05-29 20:13:35.807372	2020-05-29 20:13:35.807372	LIM473	LocalMunicipality	6	31
263	Maluti-a-Phofung	\N	2020-05-29 20:13:35.809107	2020-05-29 20:13:35.809107	FS194	LocalMunicipality	7	32
264	Mamusa	\N	2020-05-29 20:13:35.810622	2020-05-29 20:13:35.810622	NW393	LocalMunicipality	3	10
265	Mandeni	\N	2020-05-29 20:13:35.811977	2020-05-29 20:13:35.811977	KZN291	LocalMunicipality	5	17
266	Mantsopa	\N	2020-05-29 20:13:35.813406	2020-05-29 20:13:35.813406	FS196	LocalMunicipality	7	32
267	Maphumulo	\N	2020-05-29 20:13:35.815117	2020-05-29 20:13:35.815117	KZN294	LocalMunicipality	5	17
268	Maquassi Hills	\N	2020-05-29 20:13:35.817028	2020-05-29 20:13:35.817028	NW404	LocalMunicipality	3	9
269	Maruleng	\N	2020-05-29 20:13:35.81873	2020-05-29 20:13:35.81873	LIM335	LocalMunicipality	6	22
270	Masilonyana	\N	2020-05-29 20:13:35.820622	2020-05-29 20:13:35.820622	FS181	LocalMunicipality	7	21
271	Matatiele	\N	2020-05-29 20:13:35.822435	2020-05-29 20:13:35.822435	EC441	LocalMunicipality	9	1
272	Matjhabeng	\N	2020-05-29 20:13:35.824138	2020-05-29 20:13:35.824138	FS184	LocalMunicipality	7	21
273	Matzikama	\N	2020-05-29 20:13:35.825697	2020-05-29 20:13:35.825697	WC011	LocalMunicipality	4	40
274	Mbhashe	\N	2020-05-29 20:13:35.827457	2020-05-29 20:13:35.827457	EC121	LocalMunicipality	9	3
275	Mbizana	\N	2020-05-29 20:13:35.829205	2020-05-29 20:13:35.829205	EC443	LocalMunicipality	9	1
276	Mbombela	\N	2020-05-29 20:13:35.830799	2020-05-29 20:13:35.830799	MP326	LocalMunicipality	2	11
277	Merafong City	\N	2020-05-29 20:13:35.832481	2020-05-29 20:13:35.832481	GT484	LocalMunicipality	1	41
278	Metsimaholo	\N	2020-05-29 20:13:35.834121	2020-05-29 20:13:35.834121	FS204	LocalMunicipality	7	12
279	Mhlontlo	\N	2020-05-29 20:13:35.835677	2020-05-29 20:13:35.835677	EC156	LocalMunicipality	9	26
280	Midvaal	\N	2020-05-29 20:13:35.837195	2020-05-29 20:13:35.837195	GT422	LocalMunicipality	1	30
281	Mkhambathini	\N	2020-05-29 20:13:35.839044	2020-05-29 20:13:35.839044	KZN226	LocalMunicipality	5	34
282	Mkhondo	\N	2020-05-29 20:13:35.847075	2020-05-29 20:13:35.847075	MP303	LocalMunicipality	2	15
283	Mnquma	\N	2020-05-29 20:13:35.849587	2020-05-29 20:13:35.849587	EC122	LocalMunicipality	9	3
284	Modimolle/Mookgophong	\N	2020-05-29 20:13:35.85174	2020-05-29 20:13:35.85174	LIM368	LocalMunicipality	6	39
285	Mogalakwena	\N	2020-05-29 20:13:35.854006	2020-05-29 20:13:35.854006	LIM367	LocalMunicipality	6	39
286	Mogale City	\N	2020-05-29 20:13:35.855942	2020-05-29 20:13:35.855942	GT481	LocalMunicipality	1	41
287	Mohokare	\N	2020-05-29 20:13:35.857739	2020-05-29 20:13:35.857739	FS163	LocalMunicipality	7	42
288	Molemole	\N	2020-05-29 20:13:35.859277	2020-05-29 20:13:35.859277	LIM353	LocalMunicipality	6	6
289	Moqhaka	\N	2020-05-29 20:13:35.860762	2020-05-29 20:13:35.860762	FS201	LocalMunicipality	7	12
290	Moretele	\N	2020-05-29 20:13:35.862245	2020-05-29 20:13:35.862245	NW371	LocalMunicipality	3	4
291	Moses Kotane	\N	2020-05-29 20:13:35.863824	2020-05-29 20:13:35.863824	NW375	LocalMunicipality	3	4
292	Mossel Bay	\N	2020-05-29 20:13:35.865433	2020-05-29 20:13:35.865433	WC043	LocalMunicipality	4	14
293	Mpofana	\N	2020-05-29 20:13:35.888787	2020-05-29 20:13:35.888787	KZN223	LocalMunicipality	5	34
294	Msinga	\N	2020-05-29 20:13:35.897544	2020-05-29 20:13:35.897544	KZN244	LocalMunicipality	5	36
295	Msukaligwa	\N	2020-05-29 20:13:35.900526	2020-05-29 20:13:35.900526	MP302	LocalMunicipality	2	15
296	Msunduzi	\N	2020-05-29 20:13:35.902723	2020-05-29 20:13:35.902723	KZN225	LocalMunicipality	5	34
297	Mthonjaneni	\N	2020-05-29 20:13:35.904678	2020-05-29 20:13:35.904678	KZN285	LocalMunicipality	5	20
298	Mtubatuba	\N	2020-05-29 20:13:35.907037	2020-05-29 20:13:35.907037	KZN275	LocalMunicipality	5	35
299	Musina	\N	2020-05-29 20:13:35.908914	2020-05-29 20:13:35.908914	LIM341	LocalMunicipality	6	38
300	Nala	\N	2020-05-29 20:13:35.910484	2020-05-29 20:13:35.910484	FS185	LocalMunicipality	7	21
301	Naledi	\N	2020-05-29 20:13:35.912218	2020-05-29 20:13:35.912218	NW392	LocalMunicipality	3	10
302	Nama Khoi	\N	2020-05-29 20:13:35.913996	2020-05-29 20:13:35.913996	NC062	LocalMunicipality	8	23
303	Ndlambe	\N	2020-05-29 20:13:35.915805	2020-05-29 20:13:35.915805	EC105	LocalMunicipality	9	29
304	Ndwedwe	\N	2020-05-29 20:13:35.917503	2020-05-29 20:13:35.917503	KZN293	LocalMunicipality	5	17
305	Newcastle	\N	2020-05-29 20:13:35.919315	2020-05-29 20:13:35.919315	KZN252	LocalMunicipality	5	2
306	Ngqushwa	\N	2020-05-29 20:13:35.921294	2020-05-29 20:13:35.921294	EC126	LocalMunicipality	9	3
307	Ngwathe	\N	2020-05-29 20:13:35.923317	2020-05-29 20:13:35.923317	FS203	LocalMunicipality	7	12
308	Nkandla	\N	2020-05-29 20:13:35.925022	2020-05-29 20:13:35.925022	KZN286	LocalMunicipality	5	20
309	Nketoana	\N	2020-05-29 20:13:35.926758	2020-05-29 20:13:35.926758	FS193	LocalMunicipality	7	32
310	Nkomazi	\N	2020-05-29 20:13:35.928386	2020-05-29 20:13:35.928386	MP324	LocalMunicipality	2	11
311	Nongoma	\N	2020-05-29 20:13:35.930557	2020-05-29 20:13:35.930557	KZN265	LocalMunicipality	5	44
312	Nqutu	\N	2020-05-29 20:13:35.933411	2020-05-29 20:13:35.933411	KZN242	LocalMunicipality	5	36
313	Ntabankulu	\N	2020-05-29 20:13:35.935318	2020-05-29 20:13:35.935318	EC444	LocalMunicipality	9	1
314	Nyandeni	\N	2020-05-29 20:13:35.937045	2020-05-29 20:13:35.937045	EC155	LocalMunicipality	9	26
315	Okhahlamba	\N	2020-05-29 20:13:35.938872	2020-05-29 20:13:35.938872	KZN235	LocalMunicipality	5	37
316	Oudtshoorn	\N	2020-05-29 20:13:35.943398	2020-05-29 20:13:35.943398	WC045	LocalMunicipality	4	14
317	Overstrand	\N	2020-05-29 20:13:35.945133	2020-05-29 20:13:35.945133	WC032	LocalMunicipality	4	27
318	Phokwane	\N	2020-05-29 20:13:35.946763	2020-05-29 20:13:35.946763	NC094	LocalMunicipality	8	13
319	Phumelela	\N	2020-05-29 20:13:35.948347	2020-05-29 20:13:35.948347	FS195	LocalMunicipality	7	32
320	Pixley ka Seme	\N	2020-05-29 20:13:35.949868	2020-05-29 20:13:35.949868	MP304	LocalMunicipality	2	15
321	Polokwane	\N	2020-05-29 20:13:35.951299	2020-05-29 20:13:35.951299	LIM354	LocalMunicipality	6	6
322	Port St Johns	\N	2020-05-29 20:13:35.952929	2020-05-29 20:13:35.952929	EC154	LocalMunicipality	9	26
323	Prince Albert	\N	2020-05-29 20:13:35.954412	2020-05-29 20:13:35.954412	WC052	LocalMunicipality	4	7
324	Ramotshere Moiloa	\N	2020-05-29 20:13:35.955923	2020-05-29 20:13:35.955923	NW385	LocalMunicipality	3	24
325	Rand West City	\N	2020-05-29 20:13:35.957386	2020-05-29 20:13:35.957386	GT485	LocalMunicipality	1	41
326	Ratlou	\N	2020-05-29 20:13:35.958937	2020-05-29 20:13:35.958937	NW381	LocalMunicipality	3	24
327	Ray Nkonyeni	\N	2020-05-29 20:13:35.960646	2020-05-29 20:13:35.960646	KZN216	LocalMunicipality	5	33
328	Raymond Mhlaba	\N	2020-05-29 20:13:35.962223	2020-05-29 20:13:35.962223	EC129	LocalMunicipality	9	3
329	Renosterberg	\N	2020-05-29 20:13:35.964005	2020-05-29 20:13:35.964005	NC075	LocalMunicipality	8	28
330	Richmond	\N	2020-05-29 20:13:35.965935	2020-05-29 20:13:35.965935	KZN227	LocalMunicipality	5	34
331	Richtersveld	\N	2020-05-29 20:13:35.968017	2020-05-29 20:13:35.968017	NC061	LocalMunicipality	8	23
332	Rustenburg	\N	2020-05-29 20:13:35.96954	2020-05-29 20:13:35.96954	NW373	LocalMunicipality	3	4
333	Sakhisizwe	\N	2020-05-29 20:13:35.971166	2020-05-29 20:13:35.971166	EC138	LocalMunicipality	9	8
334	Saldanha Bay	\N	2020-05-29 20:13:35.972863	2020-05-29 20:13:35.972863	WC014	LocalMunicipality	4	40
335	Senqu	\N	2020-05-29 20:13:35.974748	2020-05-29 20:13:35.974748	EC142	LocalMunicipality	9	18
336	Setsoto	\N	2020-05-29 20:13:35.976549	2020-05-29 20:13:35.976549	FS191	LocalMunicipality	7	32
337	Siyancuma	\N	2020-05-29 20:13:35.978793	2020-05-29 20:13:35.978793	NC078	LocalMunicipality	8	28
338	Siyathemba	\N	2020-05-29 20:13:35.981307	2020-05-29 20:13:35.981307	NC077	LocalMunicipality	8	28
339	Sol Plaatje	\N	2020-05-29 20:13:35.984462	2020-05-29 20:13:35.984462	NC091	LocalMunicipality	8	13
340	Stellenbosch	\N	2020-05-29 20:13:35.987228	2020-05-29 20:13:35.987228	WC024	LocalMunicipality	4	5
341	Steve Tshwete	\N	2020-05-29 20:13:35.989894	2020-05-29 20:13:35.989894	MP313	LocalMunicipality	2	25
342	Sundays River Valley	\N	2020-05-29 20:13:35.995393	2020-05-29 20:13:35.995393	EC106	LocalMunicipality	9	29
343	Swartland	\N	2020-05-29 20:13:35.99774	2020-05-29 20:13:35.99774	WC015	LocalMunicipality	4	40
344	Swellendam	\N	2020-05-29 20:13:35.999801	2020-05-29 20:13:35.999801	WC034	LocalMunicipality	4	27
345	Thaba Chweu	\N	2020-05-29 20:13:36.001647	2020-05-29 20:13:36.001647	MP321	LocalMunicipality	2	11
346	Thabazimbi	\N	2020-05-29 20:13:36.003405	2020-05-29 20:13:36.003405	LIM361	LocalMunicipality	6	39
347	Theewaterskloof	\N	2020-05-29 20:13:36.004935	2020-05-29 20:13:36.004935	WC031	LocalMunicipality	4	27
348	Thembelihle	\N	2020-05-29 20:13:36.006954	2020-05-29 20:13:36.006954	NC076	LocalMunicipality	8	28
349	Thembisile Hani	\N	2020-05-29 20:13:36.008351	2020-05-29 20:13:36.008351	MP315	LocalMunicipality	2	25
350	Thulamela	\N	2020-05-29 20:13:36.009701	2020-05-29 20:13:36.009701	LIM343	LocalMunicipality	6	38
351	Tokologo	\N	2020-05-29 20:13:36.010995	2020-05-29 20:13:36.010995	FS182	LocalMunicipality	7	21
352	Tsantsabane	\N	2020-05-29 20:13:36.01231	2020-05-29 20:13:36.01231	NC085	LocalMunicipality	8	43
353	Tswaing	\N	2020-05-29 20:13:36.014654	2020-05-29 20:13:36.014654	NW382	LocalMunicipality	3	24
354	Tswelopele	\N	2020-05-29 20:13:36.017081	2020-05-29 20:13:36.017081	FS183	LocalMunicipality	7	21
355	Ubuhlebezwe	\N	2020-05-29 20:13:36.018939	2020-05-29 20:13:36.018939	KZN434	LocalMunicipality	5	16
356	Ubuntu	\N	2020-05-29 20:13:36.0206	2020-05-29 20:13:36.0206	NC071	LocalMunicipality	8	28
357	Ulundi	\N	2020-05-29 20:13:36.022421	2020-05-29 20:13:36.022421	KZN266	LocalMunicipality	5	44
358	Umdoni	\N	2020-05-29 20:13:36.024265	2020-05-29 20:13:36.024265	KZN212	LocalMunicipality	5	33
359	uMfolozi	\N	2020-05-29 20:13:36.026046	2020-05-29 20:13:36.026046	KZN281	LocalMunicipality	5	20
360	uMhlabuyalingana	\N	2020-05-29 20:13:36.027715	2020-05-29 20:13:36.027715	KZN271	LocalMunicipality	5	35
361	uMhlathuze	\N	2020-05-29 20:13:36.029333	2020-05-29 20:13:36.029333	KZN282	LocalMunicipality	5	20
362	uMlalazi	\N	2020-05-29 20:13:36.030864	2020-05-29 20:13:36.030864	KZN284	LocalMunicipality	5	20
363	uMngeni	\N	2020-05-29 20:13:36.033109	2020-05-29 20:13:36.033109	KZN222	LocalMunicipality	5	34
364	uMshwathi	\N	2020-05-29 20:13:36.034974	2020-05-29 20:13:36.034974	KZN221	LocalMunicipality	5	34
365	Umsobomvu	\N	2020-05-29 20:13:36.037061	2020-05-29 20:13:36.037061	NC072	LocalMunicipality	8	28
366	uMuziwabantu	\N	2020-05-29 20:13:36.03895	2020-05-29 20:13:36.03895	KZN214	LocalMunicipality	5	33
367	Umvoti	\N	2020-05-29 20:13:36.043438	2020-05-29 20:13:36.043438	KZN245	LocalMunicipality	5	36
368	Umzimkhulu	\N	2020-05-29 20:13:36.045191	2020-05-29 20:13:36.045191	KZN435	LocalMunicipality	5	16
369	Umzimvubu	\N	2020-05-29 20:13:36.046622	2020-05-29 20:13:36.046622	EC442	LocalMunicipality	9	1
370	Umzumbe	\N	2020-05-29 20:13:36.048199	2020-05-29 20:13:36.048199	KZN213	LocalMunicipality	5	33
371	uPhongolo	\N	2020-05-29 20:13:36.049729	2020-05-29 20:13:36.049729	KZN262	LocalMunicipality	5	44
372	Victor Khanye	\N	2020-05-29 20:13:36.051221	2020-05-29 20:13:36.051221	MP311	LocalMunicipality	2	25
373	Walter Sisulu	\N	2020-05-29 20:13:36.052748	2020-05-29 20:13:36.052748	EC145	LocalMunicipality	9	18
374	Witzenberg	\N	2020-05-29 20:13:36.05415	2020-05-29 20:13:36.05415	WC022	LocalMunicipality	4	5
